ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
15,28.0,23.0,XXX,XX,XX,Ward No-23 Total,6246,2.4,9.7,17.4,23.5,19.4,12.1,6.1,9.6,4.7,00111
15,28.0,24.0,XXX,XX,XX,Ward No-24 (Part) Total,16529,2.0,9.9,18.3,23.7,19.0,11.7,6.5,8.9,4.7,00111
15,28.0,27.0,XXX,XX,XX,Ward No-27 Total,14211,2.7,9.9,18.4,25.0,19.3,11.0,6.4,7.3,4.5,00111
15,28.0,28.0,XXX,XX,XX,Ward No-28 Total,10218,1.7,9.9,18.0,25.0,19.3,10.9,6.3,8.9,4.7,00111
15,28.0,29.0,XXX,XX,XX,Ward No-29 Total,8690,3.0,8.4,16.7,21.4,19.5,13.6,7.1,10.3,4.8,00111
15,28.0,30.0,XXX,XX,XX,Ward No-30 Total,9542,2.5,8.5,17.0,24.9,18.9,11.9,6.7,9.5,4.7,00111
15,28.0,36.0,XXX,XX,XX,Ward No-36 Total,9045,4.7,9.5,18.2,23.5,17.5,11.5,6.0,9.0,4.6,00111
15,33.0,XX.0,XXX,XX,XX,Fatikchhari Upazila Total,99515,1.7,6.3,13.5,20.0,20.6,15.3,9.2,13.3,5.2,00111
15,33.0,11.0,XXX,XX,XX,Abdullapur Union Total,1052,2.0,7.1,16.2,18.3,20.7,12.7,9.0,13.9,5.0,00111
15,33.0,13.0,XXX,XX,XX,Bagan Bazar Union Total,8264,2.6,8.1,15.3,20.9,20.7,14.3,8.2,9.9,4.9,00111
15,33.0,14.0,XXX,XX,XX,Baktapur Union Total,2678,1.5,4.1,11.0,19.5,22.0,15.0,9.9,16.9,5.6,00111
15,33.0,19.0,XXX,XX,XX,Bhujpur Union Total,5839,0.7,5.2,13.3,20.6,21.6,16.5,9.9,12.1,5.2,00111
15,33.0,23.0,XXX,XX,XX,Dantmara Union Total,9401,1.3,6.5,14.4,21.1,21.1,15.6,8.7,11.2,5.0,00111
15,33.0,28.0,XXX,XX,XX,Dharmapur Union Total,4967,1.6,4.6,12.0,20.2,22.0,15.8,9.2,14.6,5.4,00111
15,33.0,33.0,XXX,XX,XX,Dhurung Union Total,3969,2.3,6.3,13.2,19.8,19.7,14.6,9.1,14.9,5.3,00111
15,33.0,38.0,XXX,XX,XX,Daulatpur Union Total,6705,1.8,5.6,13.0,19.7,20.4,16.3,9.3,13.9,5.3,00111
15,33.0,42.0,XXX,XX,XX,Harwalchhari Union Total,4655,0.8,4.9,11.6,18.3,19.8,18.0,12.0,14.7,5.4,00111
15,33.0,47.0,XXX,XX,XX,Jafarnagar Union Total,2591,0.1,1.2,3.1,9.1,16.3,15.7,15.0,39.4,7.1,00111
15,33.0,52.0,XXX,XX,XX,Kanchan Nagar Union Total,5407,1.3,5.5,12.2,19.3,21.7,16.6,10.2,13.4,5.3,00111
15,33.0,55.0,XXX,XX,XX,Khiram Union Total,2370,0.6,9.6,16.2,21.4,22.0,15.5,7.2,7.6,4.8,00111
15,33.0,57.0,XXX,XX,XX,Lelang Union Total,4957,2.5,7.3,15.7,20.1,20.3,13.5,8.6,12.0,5.0,00111
15,33.0,61.0,XXX,XX,XX,Nanupur Union Total,5023,1.7,7.6,15.7,20.7,20.4,14.0,7.1,12.7,5.0,00111
15,33.0,66.0,XXX,XX,XX,Narayanhat Union Total,6743,2.4,7.3,13.2,21.0,20.7,15.3,9.0,11.0,5.0,00111
15,33.0,71.0,XXX,XX,XX,Paindanga Union Total,5075,2.1,6.8,13.3,19.6,20.0,15.5,9.0,13.7,5.2,00111
15,33.0,76.0,XXX,XX,XX,Rangamatia Union Total,4091,2.3,6.3,15.5,19.8,20.5,14.4,8.5,12.6,5.1,00111
15,33.0,80.0,XXX,XX,XX,Roushangiri Union Total,2088,2.7,7.4,13.3,19.2,18.5,15.9,9.1,13.9,5.2,00111
15,33.0,85.0,XXX,XX,XX,Suabil Union Total,6046,1.7,6.5,14.3,20.5,21.1,15.3,8.7,11.9,5.1,00111
15,33.0,90.0,XXX,XX,XX,Samitirhat Union Total,3590,1.1,5.1,13.5,21.1,20.8,14.4,10.1,14.0,5.3,00111
15,33.0,95.0,XXX,XX,XX,Sundarpur Union Total,4004,2.3,6.7,14.1,21.7,19.9,13.2,8.9,13.1,5.1,00111
15,35.0,XX.0,XXX,XX,XX,Halishahar Thana Total,30900,1.7,8.9,17.3,23.3,19.6,12.2,6.9,10.0,4.8,00111
15,35.0,11.0,XXX,XX,XX,Ward No-11 (Part) Total,3648,2.1,8.0,15.9,23.2,20.3,12.9,7.1,10.5,4.8,00111
15,35.0,24.0,XXX,XX,XX,Ward No-24(Part) Total,6167,1.5,7.8,17.0,24.5,20.3,12.4,7.3,9.1,4.8,00111
15,35.0,25.0,XXX,XX,XX,Ward No-25 Total,10842,1.8,11.1,18.8,23.4,18.7,11.7,6.1,8.5,4.6,00111
15,35.0,26.0,XXX,XX,XX,Ward No-26 Total,10243,1.7,7.5,16.5,22.7,20.0,12.3,7.5,11.8,5.0,00111
15,37.0,XX.0,XXX,XX,XX,Hathazari Upazila Total,80277,1.9,6.7,14.5,21.1,20.0,14.1,8.4,13.4,5.2,00111
15,37.0,10.0,XXX,XX,XX,Burish Char Union Total,5000,1.7,8.4,16.9,23.1,20.7,12.3,6.3,10.7,4.9,00111
15,37.0,11.0,XXX,XX,XX,Chhibatali Union Total,1519,2.6,6.4,13.4,21.4,19.0,16.2,8.6,12.4,5.1,00111
15,37.0,17.0,XXX,XX,XX,Chikandandi Union Total,8949,1.5,6.1,14.8,22.6,20.0,12.9,7.9,14.3,5.2,00111
15,37.0,23.0,XXX,XX,XX,Dakshin Madarsha Union Total,4236,1.5,6.8,15.9,21.6,20.2,11.8,7.4,14.8,5.2,00111
15,37.0,29.0,XXX,XX,XX,Dhalai Union Total,7015,1.2,5.9,13.2,21.0,21.7,15.0,9.4,12.8,5.2,00111
15,37.0,35.0,XXX,XX,XX,Fatehpur Union Total,7409,1.5,5.2,12.7,20.6,20.7,14.7,9.5,15.0,5.3,00111
15,37.0,41.0,XXX,XX,XX,Forhadabad Union Total,5248,1.5,5.5,13.1,19.9,20.2,15.1,9.6,15.1,5.4,00111
15,37.0,47.0,XXX,XX,XX,Garduara Union Total,2014,2.9,10.0,15.3,19.5,18.6,13.6,8.1,12.0,4.9,00111
15,37.0,53.0,XXX,XX,XX,Guman Mardan Union Total,2556,3.4,7.0,15.5,20.1,19.8,15.7,7.2,11.2,4.9,00111
15,37.0,59.0,XXX,XX,XX,Hathazari Union Total,13731,2.9,7.2,14.6,21.4,19.0,14.0,8.6,12.3,5.1,00111
15,37.0,65.0,XXX,XX,XX,Mekhal Union Total,5111,1.3,5.6,12.7,18.6,19.9,15.7,9.1,17.1,5.5,00111
15,37.0,71.0,XXX,XX,XX,Mirzapur Union Total,7393,1.9,6.7,14.9,20.6,19.8,14.2,9.0,13.0,5.1,00111
15,37.0,77.0,XXX,XX,XX,Nangalmora Union Total,1361,2.3,6.4,14.4,19.9,22.6,15.4,6.9,12.1,5.2,00111
15,37.0,89.0,XXX,XX,XX,Shikarpur Union Total,4481,1.6,9.2,16.5,22.0,18.1,13.1,7.1,12.3,5.0,00111
15,37.0,95.0,XXX,XX,XX,Uttar Madarsa Union Total,4254,2.3,5.9,14.6,22.1,20.1,14.2,7.7,13.1,5.2,00111
15,37.0,98.0,XXX,XX,XX,Chittagang Cnt. Union Total,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00111
15,41.0,XX.0,XXX,XX,XX,Kotwali Thana Total,62465,3.3,7.9,16.7,25.5,19.4,11.3,6.4,9.4,4.7,00111
15,41.0,15.0,XXX,XX,XX,Ward No-15 Total,10182,3.7,8.0,15.0,23.8,20.0,12.5,6.8,10.3,4.8,00111
15,41.0,16.0,XXX,XX,XX,Ward No-16 (Part) Total,8743,4.1,7.0,14.5,24.2,20.7,12.6,7.3,9.6,4.8,00111
15,41.0,20.0,XXX,XX,XX,Ward No-20 Total,6364,1.8,6.1,16.8,27.4,20.2,11.1,6.8,9.8,4.8,00111
15,41.0,21.0,XXX,XX,XX,Ward No-21 Total,7800,2.3,6.1,14.8,25.6,20.0,12.5,6.9,11.9,5.0,00111
15,41.0,22.0,XXX,XX,XX,Ward No-22 Total,7614,3.1,10.0,18.9,24.5,18.5,10.7,6.4,7.9,4.5,00111
15,41.0,31.0,XXX,XX,XX,Ward No-31 Total,3212,4.0,9.4,19.0,24.5,18.9,9.7,6.0,8.4,4.5,00111
15,41.0,32.0,XXX,XX,XX,Ward No-32 Total,4003,4.5,8.7,17.0,29.7,17.3,9.4,5.4,8.0,4.5,00111
15,41.0,33.0,XXX,XX,XX,Ward No-33 Total,5616,2.9,8.2,18.5,25.5,19.1,11.0,5.9,8.9,4.6,00111
15,41.0,34.0,XXX,XX,XX,Ward No-34 Total,7231,3.0,8.2,17.8,26.9,18.8,10.6,5.6,9.0,4.6,00111
15,41.0,35.0,XXX,XX,XX,Ward No-35 (Part) Total,1700,6.2,11.7,22.8,24.7,16.7,7.2,4.9,5.8,4.1,00111
15,43.0,XX.0,XXX,XX,XX,Khulshi Thana Total,58934,2.9,11.0,19.1,23.3,18.1,11.2,6.0,8.3,4.5,00111
15,43.0,8.0,XXX,XX,XX,Ward No-08(Part) Total,9456,2.5,9.8,17.6,24.6,19.9,11.5,6.1,8.0,4.6,00111
15,43.0,9.0,XXX,XX,XX,Ward No-09 Total,17260,3.0,12.4,20.8,23.5,17.6,10.6,5.3,6.8,4.4,00111
15,43.0,13.0,XXX,XX,XX,Ward No-13 Total,15987,2.3,9.5,17.3,21.9,18.3,12.1,7.2,11.4,4.8,00111
15,43.0,14.0,XXX,XX,XX,Ward No-14 Total,16231,3.7,11.7,20.1,23.8,17.5,10.7,5.5,7.0,4.4,00111
15,47.0,XX.0,XXX,XX,XX,Lohagara Upazila Total,52412,2.3,6.9,12.9,18.6,19.8,15.5,10.0,13.8,5.3,00111
15,47.0,10.0,XXX,XX,XX,Amirabad Union Total,7247,4.1,9.0,13.8,18.8,18.8,13.9,9.2,12.5,5.0,00111
15,47.0,13.0,XXX,XX,XX,Adhunagar Union Total,3868,2.0,6.6,13.1,17.7,20.3,15.7,10.2,14.4,5.3,00111
15,47.0,18.0,XXX,XX,XX,Barahatia Union Total,6297,2.2,6.7,13.6,19.8,20.3,15.7,9.3,12.4,5.1,00111
15,47.0,25.0,XXX,XX,XX,Charamba Union Total,4758,1.5,5.8,12.0,19.3,21.7,16.1,10.1,13.7,5.3,00111
15,47.0,32.0,XXX,XX,XX,Chunati Union Total,5945,1.4,6.5,11.1,17.4,19.5,16.5,10.9,16.7,5.5,00111
15,47.0,43.0,XXX,XX,XX,Kalauzan Union Total,5428,2.0,7.1,12.6,19.0,20.3,16.0,9.6,13.3,5.2,00111
15,47.0,62.0,XXX,XX,XX,Lohagara Union Total,6512,3.3,7.5,13.9,18.4,18.7,14.3,9.5,14.4,5.2,00111
15,47.0,73.0,XXX,XX,XX,Padua Union Total,7547,2.0,5.8,12.4,18.7,20.4,16.2,10.9,13.7,5.3,00111
15,47.0,80.0,XXX,XX,XX,Putibila Union Total,4810,1.9,6.8,13.2,17.7,19.1,16.3,11.1,14.1,5.3,00111
15,53.0,XX.0,XXX,XX,XX,Mirsharai Upazila Total,79222,1.7,7.1,15.9,22.3,20.2,13.2,7.5,11.9,5.0,00111
15,53.0,1.0,XXX,XX,XX,Ward No-01 Total,283,0.7,8.5,18.4,23.0,19.8,11.0,7.1,11.7,4.9,00111
15,53.0,2.0,XXX,XX,XX,Ward No-02 Total,535,2.2,7.7,17.2,24.3,19.3,12.7,6.7,9.9,4.8,00111
15,53.0,3.0,XXX,XX,XX,Ward No-03 Total,315,1.0,5.7,15.6,23.5,21.6,13.7,9.2,9.8,4.9,00111
15,53.0,4.0,XXX,XX,XX,Ward No-04 Total,176,11.4,14.8,23.3,14.8,14.2,8.0,6.3,7.4,4.0,00111
15,53.0,5.0,XXX,XX,XX,Ward No-05 Total,319,3.4,8.8,15.4,20.1,18.5,12.9,6.0,15.0,5.1,00111
15,53.0,6.0,XXX,XX,XX,Ward No-06 Total,219,1.8,5.9,14.6,22.4,23.7,12.8,5.5,13.2,5.2,00111
15,53.0,7.0,XXX,XX,XX,Ward No-07 Total,248,2.0,10.9,17.7,24.2,16.1,8.9,7.3,12.9,4.9,00111
15,53.0,8.0,XXX,XX,XX,Ward No-08 Total,132,5.3,6.8,22.0,20.5,18.9,6.8,6.8,12.9,4.8,00111
15,53.0,9.0,XXX,XX,XX,Ward No-09 Total,111,9.0,9.0,19.8,18.9,18.0,15.3,3.6,6.3,4.3,00111
15,53.0,11.0,XXX,XX,XX,Ward No-01 Total,110,0.9,11.8,20.0,33.6,18.2,5.5,4.5,5.5,4.3,00111
15,53.0,12.0,XXX,XX,XX,Ward No-02 Total,393,2.5,11.7,24.7,25.2,20.4,7.9,3.8,3.8,4.1,00111
15,53.0,13.0,XXX,XX,XX,Ward No-03 Total,667,1.8,6.7,19.2,24.7,20.8,11.7,7.0,7.9,4.7,00111
15,53.0,14.0,XXX,XX,XX,Ward No-04 Total,258,7.0,9.3,22.5,25.6,14.3,10.5,7.0,3.9,4.2,00111
15,53.0,15.0,XXX,XX,XX,Ward No-05 Total,740,1.8,6.5,19.7,22.6,20.8,13.1,6.9,8.6,4.7,00111
15,53.0,16.0,XXX,XX,XX,Ward No-06 Total,421,1.4,6.2,14.7,24.7,23.5,8.6,8.3,12.6,5.0,00111
15,53.0,17.0,XXX,XX,XX,Ward No-07 Total,446,1.8,8.3,16.8,23.8,22.2,14.8,5.8,6.5,4.7,00111
15,53.0,18.0,XXX,XX,XX,Ward No-08 Total,265,1.5,8.7,18.1,24.9,22.6,11.3,5.7,7.2,4.6,00111
15,53.0,19.0,XXX,XX,XX,Ward No-09 Total,184,3.3,9.8,18.5,25.5,20.1,7.6,8.7,6.5,4.5,00111
15,53.0,22.0,XXX,XX,XX,Dhum Union Total,3413,2.9,7.5,16.4,22.5,19.9,13.8,6.4,10.6,4.9,00111
15,53.0,24.0,XXX,XX,XX,Durgapur Union Total,4312,1.2,8.5,16.2,24.3,21.3,11.9,6.7,9.8,4.8,00111
15,53.0,27.0,XXX,XX,XX,Haitkandi Union Total,3698,1.0,6.2,14.4,21.0,21.3,14.4,8.2,13.5,5.1,00111
15,53.0,28.0,XXX,XX,XX,Hinguli Union Total,5886,1.6,7.2,16.5,22.7,20.8,12.5,6.9,11.7,4.9,00111
15,53.0,29.0,XXX,XX,XX,Ichhakhali Union Total,5196,0.6,4.9,13.4,21.7,19.7,14.9,9.1,15.8,5.4,00111
15,53.0,35.0,XXX,XX,XX,Karerhat Union Total,7314,2.1,7.6,16.4,23.0,20.9,14.2,7.4,8.5,4.8,00111
15,53.0,41.0,XXX,XX,XX,Katachhara Union Total,4358,1.5,6.3,14.7,19.1,17.8,13.5,9.1,18.0,5.4,00111
15,53.0,47.0,XXX,XX,XX,Khaiyachhara Union Total,4873,1.5,7.5,17.7,23.6,20.5,13.2,7.2,8.8,4.8,00111
15,53.0,53.0,XXX,XX,XX,Mayani Union Total,3542,1.0,6.6,14.3,22.0,20.8,13.7,8.2,13.3,5.1,00111
15,53.0,59.0,XXX,XX,XX,Mirsharai Union Total,3161,0.7,6.2,15.1,22.7,19.7,13.2,8.1,14.3,5.3,00111
15,53.0,65.0,XXX,XX,XX,Mithanala Union Total,4440,1.1,7.0,15.7,21.3,18.4,13.8,7.6,15.0,5.2,00111
15,53.0,71.0,XXX,XX,XX,Maghadia Union Total,4828,2.8,7.8,16.1,21.4,21.5,13.4,6.9,10.1,4.8,00111
15,53.0,77.0,XXX,XX,XX,Osmanpur Union Total,3043,3.2,8.2,16.2,23.7,18.4,12.1,7.4,10.7,4.8,00111
15,53.0,83.0,XXX,XX,XX,Saherkhali Union Total,3038,0.5,4.8,12.4,19.7,19.2,14.1,11.5,17.8,5.5,00111
15,53.0,89.0,XXX,XX,XX,Wahedpur Union Total,4742,0.8,5.7,14.5,22.0,20.6,13.8,7.4,15.2,5.2,00111
15,53.0,95.0,XXX,XX,XX,Zorwarganj Union Total,7556,2.7,8.3,18.1,23.5,21.0,11.9,6.0,8.3,4.7,00111
15,55.0,XX.0,XXX,XX,XX,Pahartali Thana Total,41188,2.6,11.4,18.3,23.7,18.6,11.1,6.1,8.2,4.6,00111
15,55.0,10.0,XXX,XX,XX,Ward No-10 Total,8850,2.5,10.4,17.5,25.4,19.0,10.9,5.8,8.5,4.6,00111
15,55.0,11.0,XXX,XX,XX,Ward No-11 (Part) Total,16880,3.1,13.8,19.2,22.5,17.6,10.5,5.8,7.6,4.4,00111
15,55.0,12.0,XXX,XX,XX,Ward No-12 Total,15458,2.1,9.3,17.8,24.2,19.5,11.8,6.7,8.7,4.7,00111
15,57.0,XX.0,XXX,XX,XX,Panchlaish Thana Total,43781,2.5,9.7,16.7,22.3,18.2,11.9,7.5,11.3,4.8,00111
15,57.0,7.0,XXX,XX,XX,Ward No-07 Total,24861,1.6,9.9,16.8,21.2,17.6,12.2,7.9,12.8,4.9,00111
15,57.0,8.0,XXX,XX,XX,Ward No-08(Part) Total,18107,3.3,9.3,16.8,24.0,19.0,11.5,6.8,9.2,4.7,00111
15,57.0,16.0,XXX,XX,XX,Ward No-16 (Part) Total,813,9.1,11.1,12.4,18.9,16.0,11.1,8.1,13.3,4.8,00111
15,61.0,XX.0,XXX,XX,XX,Patiya Upazila Total,100996,2.1,6.6,14.2,20.7,19.9,14.6,8.8,13.0,5.1,00111
15,61.0,1.0,XXX,XX,XX,Ward No-01 Total,1050,2.6,5.6,11.4,20.3,20.3,14.1,9.2,16.5,5.4,00111
15,61.0,2.0,XXX,XX,XX,Ward No-02 Total,1155,3.2,5.7,17.7,30.6,20.1,8.7,4.8,9.0,4.7,00111
15,61.0,3.0,XXX,XX,XX,Ward No-03 Total,1135,3.3,5.5,14.7,24.9,21.0,12.4,7.1,11.0,4.9,00111
15,61.0,4.0,XXX,XX,XX,Ward No-04 Total,1280,2.6,7.6,15.6,21.6,19.3,12.7,7.5,13.1,5.1,00111
15,61.0,5.0,XXX,XX,XX,Ward No-05 Total,1130,1.9,5.5,14.8,20.8,22.0,15.3,9.8,9.9,5.1,00111
15,61.0,6.0,XXX,XX,XX,Ward No-06 Total,928,2.7,5.8,16.2,19.7,17.3,14.7,8.5,15.1,5.2,00111
15,61.0,7.0,XXX,XX,XX,Ward No-07 Total,1142,6.8,8.4,15.8,21.8,19.1,12.3,5.5,10.3,4.7,00111
15,61.0,8.0,XXX,XX,XX,Ward No-08 Total,1449,1.5,6.8,14.6,23.1,19.1,14.6,8.2,12.0,5.1,00111
15,61.0,9.0,XXX,XX,XX,Ward No-09 Total,1217,2.1,6.2,15.9,21.6,18.6,14.7,7.9,13.1,5.1,00111
15,61.0,12.0,XXX,XX,XX,Asia Union Total,2706,3.5,9.1,15.0,19.6,19.4,13.8,8.6,11.0,4.9,00111
15,61.0,15.0,XXX,XX,XX,Baralia Union Total,3026,2.9,6.9,13.7,20.3,20.6,14.8,9.2,11.7,5.1,00111
15,61.0,18.0,XXX,XX,XX,Bara Uthan Union Total,6481,1.1,5.6,11.3,17.7,19.4,17.0,11.2,16.7,5.5,00111
15,61.0,19.0,XXX,XX,XX,Bhatikhain Union Total,1432,1.8,5.7,14.3,20.6,19.4,14.9,8.5,14.7,5.3,00111
15,61.0,21.0,XXX,XX,XX,Chanhara Union Total,2698,2.7,7.6,15.5,20.9,18.7,13.8,8.0,12.8,5.1,00111
15,61.0,24.0,XXX,XX,XX,Char Lakshya Union Total,5183,1.0,4.2,13.7,18.0,20.8,16.8,10.4,15.1,5.4,00111
15,61.0,27.0,XXX,XX,XX,Char Patharghata Union Total,7096,1.9,7.7,16.9,21.4,18.6,13.2,8.2,12.1,5.0,00111
15,61.0,30.0,XXX,XX,XX,Dhalghat Union Total,3461,2.2,6.4,15.2,24.0,20.3,12.6,6.8,12.5,5.0,00111
15,61.0,39.0,XXX,XX,XX,Habilas Dwip Union Total,3804,2.2,6.1,13.4,20.9,19.8,14.2,8.5,14.8,5.3,00111
15,61.0,42.0,XXX,XX,XX,Haidgaon Union Total,4632,1.4,6.5,15.2,23.9,21.8,13.6,7.6,10.0,5.0,00111
15,61.0,52.0,XXX,XX,XX,Janglukhain Union Total,2258,2.1,7.9,15.2,19.0,19.5,14.1,8.6,13.6,5.2,00111
15,61.0,55.0,XXX,XX,XX,Juldha Union Total,3264,1.1,4.6,11.2,18.2,20.5,16.8,11.1,16.5,5.5,00111
15,61.0,58.0,XXX,XX,XX,Kachuai Union Total,4701,1.4,6.2,13.8,21.9,20.8,15.7,8.4,11.9,5.2,00111
15,61.0,64.0,XXX,XX,XX,Kasiais Union Total,2229,5.4,9.9,13.5,21.1,18.9,12.5,7.9,10.8,4.8,00111
15,61.0,67.0,XXX,XX,XX,Kelishahar Union Total,3568,3.8,9.2,19.2,24.5,19.4,11.2,5.7,7.0,4.5,00111
15,61.0,70.0,XXX,XX,XX,Kharana Union Total,3104,1.8,6.3,14.3,23.3,22.6,15.2,8.2,8.3,4.9,00111
15,61.0,73.0,XXX,XX,XX,Kolagaon Union Total,4659,1.4,5.6,12.4,19.0,19.4,16.7,9.4,16.2,5.4,00111
15,61.0,76.0,XXX,XX,XX,Kusumpura Union Total,5711,1.7,5.6,12.0,19.7,20.3,15.4,10.2,15.1,5.3,00111
15,61.0,85.0,XXX,XX,XX,Sikalbaha Union Total,7761,1.9,5.5,12.1,18.6,19.2,16.3,10.6,15.8,5.4,00111
15,61.0,88.0,XXX,XX,XX,Sobhandandi Union Total,3302,2.5,7.8,16.1,21.6,20.8,13.5,7.7,10.1,4.8,00111
15,61.0,91.0,XXX,XX,XX,Dakhin D.Bhurshi Union Total,1966,2.7,7.6,15.7,23.4,19.4,12.0,6.7,12.4,4.9,00111
15,61.0,94.0,XXX,XX,XX,Jiri Union Total,7468,2.3,7.8,14.2,19.9,20.0,14.8,9.4,11.7,5.0,00111
15,65.0,XX.0,XXX,XX,XX,Patenga Thana Total,29544,3.1,13.1,20.6,24.0,17.1,9.7,5.1,7.2,4.4,00111
15,65.0,40.0,XXX,XX,XX,Ward No-40 Total,21052,3.6,15.7,22.4,23.6,16.2,8.6,4.2,5.6,4.1,00111
15,65.0,41.0,XXX,XX,XX,Ward No-41 Total,8492,1.9,6.7,16.0,25.1,19.5,12.3,7.1,11.4,4.9,00111
15,70.0,XX.0,XXX,XX,XX,Rangunia Upazila Total,67174,2.0,7.4,15.8,22.3,20.6,13.7,7.7,10.6,4.9,00111
15,70.0,1.0,XXX,XX,XX,Ward No-01 Total,644,0.8,7.1,13.8,21.6,20.8,14.3,9.6,12.0,5.2,00111
15,70.0,2.0,XXX,XX,XX,Ward No-02 Total,475,0.6,4.8,14.3,21.1,22.5,14.7,9.3,12.6,5.3,00111
15,70.0,3.0,XXX,XX,XX,Ward No-03 Total,1118,1.6,7.6,15.8,22.8,21.3,14.1,7.7,9.0,4.8,00111
15,70.0,4.0,XXX,XX,XX,Ward No-04 Total,594,1.3,6.1,16.8,21.9,21.0,14.5,7.9,10.4,5.0,00111
15,70.0,5.0,XXX,XX,XX,Ward No-05 Total,593,1.9,6.1,17.0,19.2,21.4,12.3,9.6,12.5,5.1,00111
15,70.0,6.0,XXX,XX,XX,Ward No-06 Total,646,2.5,10.2,16.3,21.5,21.5,11.6,6.3,10.1,4.7,00111
15,70.0,7.0,XXX,XX,XX,Ward No-07 Total,794,3.4,7.6,15.5,21.5,19.6,12.6,6.9,12.8,5.0,00111
15,70.0,8.0,XXX,XX,XX,Ward No-08 Total,1011,2.2,7.6,16.8,24.0,19.1,9.3,7.8,13.2,4.9,00111
15,70.0,9.0,XXX,XX,XX,Ward No-09 Total,613,4.6,9.1,16.3,21.2,17.8,11.1,6.2,13.7,5.1,00111
15,70.0,15.0,XXX,XX,XX,Betagi Union Total,4102,3.2,7.0,16.8,22.1,19.5,13.1,7.2,11.1,4.9,00111
15,70.0,17.0,XXX,XX,XX,Chandraghona Kadamtali Union Total,6013,2.7,7.5,16.3,22.5,19.2,12.9,7.5,11.3,4.9,00111
15,70.0,21.0,XXX,XX,XX,Rajanagar Union Total,3843,1.7,8.0,16.0,21.4,20.9,14.4,7.7,9.9,4.9,00111
15,70.0,25.0,XXX,XX,XX,Hosnabad Union Total,2874,1.1,7.7,15.3,24.0,20.9,13.1,6.7,11.2,4.9,00111
15,70.0,27.0,XXX,XX,XX,Islampur Union Total,2971,0.9,6.1,13.8,22.7,22.3,15.3,8.1,10.8,5.1,00111
15,70.0,30.0,XXX,XX,XX,Kodala Union Total,3603,1.3,6.0,13.5,19.0,22.9,15.4,9.7,12.2,5.2,00111
15,70.0,32.0,XXX,XX,XX,Lalanagar Union Total,3013,1.7,7.6,17.2,23.0,22.0,12.4,6.9,9.4,4.8,00111
15,70.0,34.0,XXX,XX,XX,Mariamnagar Union Total,3525,1.3,5.8,12.9,21.4,20.9,16.0,8.5,13.2,5.3,00111
15,70.0,43.0,XXX,XX,XX,Padua Union Total,7653,2.4,8.2,16.7,24.3,20.7,13.7,7.2,6.8,4.6,00111
15,70.0,51.0,XXX,XX,XX,Parua Union Total,3060,1.4,7.9,18.1,24.9,19.6,13.1,6.6,8.4,4.7,00111
15,70.0,60.0,XXX,XX,XX,Pomara Union Total,5110,2.3,7.2,15.6,20.8,21.4,13.1,7.9,11.7,5.0,00111
15,70.0,69.0,XXX,XX,XX,Dakshin Rajanagar Union Total,3518,2.2,7.5,15.9,23.4,19.5,13.1,8.2,10.2,4.9,00111
15,70.0,77.0,XXX,XX,XX,Rangunia Union Total,2473,1.0,5.6,12.6,21.7,20.2,14.4,8.6,15.9,5.3,00111
15,70.0,86.0,XXX,XX,XX,Sarapbhata Union Total,5194,1.8,8.5,16.3,20.8,20.2,15.1,7.5,9.8,4.9,00111
15,70.0,94.0,XXX,XX,XX,Silok Union Total,3734,2.8,8.3,16.5,23.0,19.7,11.9,7.0,10.8,4.8,00111
15,74.0,XX.0,XXX,XX,XX,Raozan Upazila Total,62970,2.3,7.3,15.9,22.5,19.3,12.4,7.4,12.8,5.0,00111
15,74.0,1.0,XXX,XX,XX,Ward No-01 Total,1037,2.4,8.1,15.2,21.3,19.0,12.4,8.1,13.4,5.1,00111
15,74.0,2.0,XXX,XX,XX,Ward No-02 Total,1152,2.2,6.0,14.6,22.0,21.1,12.5,8.2,13.5,5.1,00111
15,74.0,3.0,XXX,XX,XX,Ward No-03 Total,956,2.5,8.1,15.5,23.2,20.0,10.6,6.2,14.0,5.0,00111
15,74.0,4.0,XXX,XX,XX,Ward No-04 Total,1041,2.8,7.8,19.8,22.1,18.6,11.1,6.1,11.6,4.8,00111
15,74.0,5.0,XXX,XX,XX,Ward No-05 Total,1045,2.9,6.6,15.5,25.6,19.8,11.3,6.7,11.6,4.9,00111
15,74.0,6.0,XXX,XX,XX,Ward No-06 Total,1188,3.5,7.7,16.1,24.4,19.9,11.2,5.3,11.9,4.8,00111
15,74.0,7.0,XXX,XX,XX,Ward No-07 Total,1500,1.8,6.9,15.4,20.9,19.5,13.7,7.7,14.1,5.2,00111
15,74.0,8.0,XXX,XX,XX,Ward No-08 Total,1951,1.8,7.2,18.8,23.7,19.8,10.7,6.4,11.6,4.9,00111
15,74.0,9.0,XXX,XX,XX,Ward No-09 Total,1443,1.7,5.7,14.1,21.6,21.4,14.2,8.7,12.5,5.2,00111
