ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,All ages,Percentage of population in the age group 0-4,Percentage of population in the age group 5-9,Percentage of population in the age group 10-14,Percentage of population in the age group 15-19,Percentage of population in the age group 20-24,Percentage of population in the age group 25-29,Percentage of population in the age group 30-49,Percentage of population in the age group 50-59,Percentage of population in the age group 60-64,Percentage of population in the age group 65+,check_var
26,5.0,70.0,XXX,XX,XX,Ward No-70 Total,50624,5.5,6.1,9.3,14.1,16.8,14.3,26.0,4.5,1.5,1.9,00111
26,5.0,71.0,XXX,XX,XX,Ward No-71(Part) Total,23887,5.9,6.3,10.9,14.6,15.4,13.0,25.2,4.9,1.8,2.0,00111
26,6.0,XX.0,XXX,XX,XX,Biman Bandar Thana Total,10626,5.0,6.9,9.6,9.3,14.7,14.9,27.5,7.7,1.9,2.6,00111
26,6.0,1.0,XXX,XX,XX,Ward No-01(Part) Total,3391,4.5,4.3,7.9,9.5,17.3,11.4,29.3,7.9,3.0,4.8,00111
26,6.0,38.0,XXX,XX,XX,Dakshinkhan(Part) Union Total,5514,5.8,9.1,12.1,10.5,11.1,10.4,28.5,9.2,1.6,1.6,00111
26,6.0,98.0,XXX,XX,XX,Ward No-98(Rest. Area Part) Total,1721,3.3,4.6,4.8,5.1,21.0,35.8,21.0,2.4,0.5,1.5,00111
26,8.0,XX.0,XXX,XX,XX,Cantonment Thana Total,131864,7.0,8.2,10.1,9.6,12.4,12.2,30.7,5.8,1.8,2.4,00111
26,8.0,15.0,XXX,XX,XX,Ward No-15 (Part) Total,70615,7.9,8.9,10.4,10.2,11.0,11.3,28.4,6.8,2.3,2.8,00111
26,8.0,98.0,XXX,XX,XX,Ward No-98 (Rest. Area) Total,61249,6.1,7.3,9.6,8.9,14.0,13.3,33.2,4.7,1.1,1.8,00111
26,9.0,XX.0,XXX,XX,XX,Chak Bazar Thana Total,156147,6.1,7.2,9.4,11.8,14.3,13.6,28.2,5.6,1.7,2.1,00111
26,9.0,63.0,XXX,XX,XX,Ward No-63 (Part) Total,25723,5.8,6.9,9.0,12.1,14.6,12.0,27.9,6.9,2.1,2.6,00111
26,9.0,64.0,XXX,XX,XX,Ward No-64 Total,24656,6.3,7.4,11.0,12.9,13.2,12.3,26.7,5.7,2.0,2.7,00111
26,9.0,65.0,XXX,XX,XX,Ward No-65 Total,58233,7.9,9.0,10.2,12.3,13.9,12.6,25.5,4.9,1.7,2.0,00111
26,9.0,66.0,XXX,XX,XX,Ward No-66 (Part) Total,27735,4.7,5.8,9.1,12.2,14.4,14.4,31.2,5.1,1.6,1.5,00111
26,9.0,67.0,XXX,XX,XX,Ward No-67 (Part) Total,19800,3.2,4.2,5.8,8.1,16.2,18.8,34.4,6.2,1.4,1.7,00111
26,10.0,XX.0,XXX,XX,XX,Dakshinkhan Thana Total,255931,9.2,9.8,9.4,9.9,13.0,13.8,26.9,4.6,1.6,1.9,00111
26,10.0,38.0,XXX,XX,XX,Dakshinkhan(Part) Union Total,255931,9.2,9.8,9.4,9.9,13.0,13.8,26.9,4.6,1.6,1.9,00111
26,11.0,XX.0,XXX,XX,XX,Darus Salam Thana Total,159139,8.5,9.4,9.4,10.6,13.5,13.3,27.0,4.7,1.7,1.9,00111
26,11.0,9.0,XXX,XX,XX,Ward No-09 Total,71260,8.9,10.0,9.8,10.6,12.8,12.8,27.1,4.5,1.7,1.8,00111
26,11.0,10.0,XXX,XX,XX,Ward No-10 Total,87879,8.2,8.8,9.1,10.6,14.1,13.8,26.9,4.9,1.7,2.0,00111
26,12.0,XX.0,XXX,XX,XX,Demra Thana Total,226679,9.5,10.7,11.0,10.3,11.4,11.2,26.0,5.4,1.9,2.4,00111
26,12.0,65.0,XXX,XX,XX,Demra Union Total,35786,9.0,10.0,10.0,9.1,11.1,11.2,27.5,6.7,2.2,3.2,00111
26,12.0,80.0,XXX,XX,XX,Matuail (Part) Union Total,34310,10.0,11.0,11.0,10.4,11.2,11.2,26.2,4.8,1.8,2.3,00111
26,12.0,93.0,XXX,XX,XX,Saralia Union Total,156583,9.5,10.8,11.3,10.6,11.5,11.2,25.7,5.3,1.9,2.3,00111
26,14.0,XX.0,XXX,XX,XX,Dhamrai Upazila Total,412418,8.9,10.9,10.1,8.0,9.1,10.0,27.1,7.2,3.2,5.5,00111
26,14.0,1.0,XXX,XX,XX,Ward No-01 Total,6183,9.4,10.8,9.1,7.3,9.8,12.4,28.9,6.7,2.5,3.3,00111
26,14.0,2.0,XXX,XX,XX,Ward No-02 Total,5504,8.4,9.8,11.4,7.8,10.5,11.4,28.7,6.1,2.4,3.5,00111
26,14.0,3.0,XXX,XX,XX,Ward No-03 Total,6223,8.1,9.9,9.6,8.6,10.1,11.4,29.5,6.9,2.4,3.5,00111
26,14.0,4.0,XXX,XX,XX,Ward No-04 Total,5488,7.9,10.3,9.6,9.0,9.8,10.6,31.0,6.6,2.3,2.9,00111
26,14.0,5.0,XXX,XX,XX,Ward No-05 Total,6181,8.0,8.8,9.0,9.3,11.8,14.0,29.9,5.2,1.6,2.3,00111
26,14.0,6.0,XXX,XX,XX,Ward No-06 Total,6551,8.3,10.7,9.7,7.9,10.3,11.4,30.9,5.5,2.3,2.9,00111
26,14.0,7.0,XXX,XX,XX,Ward No-07 Total,3831,8.2,9.0,8.7,7.7,13.5,13.8,30.3,5.2,1.4,2.2,00111
26,14.0,8.0,XXX,XX,XX,Ward No-08 Total,7907,7.5,11.7,10.7,9.2,12.5,13.2,28.2,4.3,1.1,1.8,00111
26,14.0,9.0,XXX,XX,XX,Ward No-09 Total,8909,8.7,9.4,7.8,9.5,12.7,14.1,28.4,5.1,2.0,2.5,00111
26,14.0,10.0,XXX,XX,XX,Amta Union Total,15394,9.3,10.8,11.5,7.5,8.0,9.0,25.9,7.7,3.8,6.5,00111
26,14.0,11.0,XXX,XX,XX,Baisakanda Union Total,16239,8.6,11.4,10.2,7.6,7.3,8.3,27.4,8.3,3.6,7.4,00111
26,14.0,17.0,XXX,XX,XX,Balia Union Total,21494,8.9,11.7,10.5,7.3,7.5,8.2,27.9,8.1,3.5,6.4,00111
26,14.0,23.0,XXX,XX,XX,Bhararia Union Total,22324,9.5,11.1,10.1,8.5,9.3,9.8,25.7,7.2,3.3,5.5,00111
26,14.0,29.0,XXX,XX,XX,Chauhat Union Total,22837,8.5,11.5,11.1,7.4,8.0,8.8,27.0,7.9,3.5,6.2,00111
26,14.0,35.0,XXX,XX,XX,Dhamrai Union Total,13232,9.3,10.8,9.6,8.4,10.4,10.6,24.9,7.3,3.0,5.7,00111
26,14.0,41.0,XXX,XX,XX,Gangutia Union Total,23554,8.7,11.3,10.1,8.0,9.1,9.4,27.1,7.5,3.5,5.3,00111
26,14.0,47.0,XXX,XX,XX,Jadabpur Union Total,17675,8.7,12.1,10.5,7.5,7.2,8.4,26.8,8.3,3.7,6.9,00111
26,14.0,53.0,XXX,XX,XX,Kulla Union Total,34318,9.5,10.5,10.0,7.9,9.3,10.2,26.8,7.0,3.1,5.7,00111
26,14.0,59.0,XXX,XX,XX,Kushura Union Total,25695,7.9,10.5,10.1,8.0,8.3,9.0,27.9,8.1,3.8,6.3,00111
26,14.0,65.0,XXX,XX,XX,Nannar Union Total,18994,9.5,11.2,10.1,7.8,9.4,10.5,26.3,6.5,3.3,5.4,00111
26,14.0,71.0,XXX,XX,XX,Rowail Union Total,23128,10.2,12.1,11.9,7.5,7.9,9.4,24.5,7.2,3.4,5.9,00111
26,14.0,77.0,XXX,XX,XX,Sanora Union Total,20935,8.6,10.2,10.0,8.1,8.9,9.6,27.4,7.6,3.5,6.0,00111
26,14.0,83.0,XXX,XX,XX,Sombhag Union Total,30605,9.0,10.4,9.6,7.8,9.5,10.6,27.0,7.1,3.1,5.9,00111
26,14.0,88.0,XXX,XX,XX,Suapur Union Total,17245,9.4,11.6,10.9,8.2,8.3,9.0,25.5,7.6,3.5,6.0,00111
26,14.0,94.0,XXX,XX,XX,Suti Para Union Total,31972,8.3,10.0,8.8,8.6,10.5,11.2,27.7,6.8,3.1,5.0,00111
26,16.0,XX.0,XXX,XX,XX,Dhanmondi Thana Total,147643,5.3,6.3,9.3,11.2,14.4,11.9,27.6,8.0,2.5,3.5,00111
26,16.0,47.0,XXX,XX,XX,Ward No-47(Part) Total,34719,6.8,7.7,8.7,9.9,15.3,14.4,27.9,5.2,1.7,2.2,00111
26,16.0,48.0,XXX,XX,XX,Ward No-48(Part) Total,40475,5.9,6.8,8.8,11.6,16.0,12.5,26.8,6.7,2.1,2.9,00111
26,16.0,49.0,XXX,XX,XX,Ward No-49 Total,72449,4.2,5.4,9.8,11.7,13.0,10.3,27.9,10.0,3.0,4.6,00111
26,18.0,XX.0,XXX,XX,XX,Dohar Upazila Total,226439,10.5,12.1,12.0,9.0,9.0,8.8,22.6,6.5,3.3,6.0,00111
26,18.0,1.0,XXX,XX,XX,Ward No-01 Total,4467,9.3,11.3,10.7,9.2,9.7,9.5,24.9,6.7,2.8,5.9,00111
26,18.0,2.0,XXX,XX,XX,Ward No-02 Total,6319,10.1,10.8,9.6,8.6,10.4,10.6,26.4,6.0,2.8,4.8,00111
26,18.0,3.0,XXX,XX,XX,Ward No-03 Total,2623,9.2,10.5,10.7,9.4,10.4,9.1,22.6,8.2,3.9,6.0,00111
26,18.0,4.0,XXX,XX,XX,Ward No-04 Total,2611,9.2,9.9,11.0,10.7,10.0,8.1,26.2,6.6,2.6,5.7,00111
26,18.0,5.0,XXX,XX,XX,Ward No-05 Total,2370,10.5,11.3,10.5,7.4,11.4,8.9,23.7,6.8,3.1,6.5,00111
26,18.0,6.0,XXX,XX,XX,Ward No-06 Total,3778,10.7,11.7,11.6,8.2,9.2,9.4,23.2,6.7,3.0,6.4,00111
26,18.0,7.0,XXX,XX,XX,Ward No-07 Total,3983,10.8,10.6,10.5,7.9,9.7,9.9,25.8,6.9,2.5,5.3,00111
26,18.0,8.0,XXX,XX,XX,Ward No-08 Total,4098,10.2,11.4,9.7,8.6,9.7,9.9,25.0,7.3,3.2,5.0,00111
26,18.0,9.0,XXX,XX,XX,Ward No-09 Total,6185,11.1,12.5,12.2,9.0,9.0,9.9,22.7,5.6,3.0,5.1,00111
26,18.0,13.0,XXX,XX,XX,Bilaspur Union Total,14268,12.8,14.5,13.1,8.7,8.4,8.2,19.5,6.4,3.1,5.4,00111
26,18.0,21.0,XXX,XX,XX,Kushumhati Union Total,22246,9.5,11.9,11.6,8.7,8.7,8.4,24.0,6.9,3.6,6.7,00111
26,18.0,31.0,XXX,XX,XX,Mahmudpur Union Total,16846,11.5,13.8,11.9,8.3,8.7,9.0,21.6,6.4,3.7,5.2,00111
26,18.0,42.0,XXX,XX,XX,Muksudpur Union Total,23780,10.9,12.6,13.4,9.5,8.8,8.3,21.1,6.1,3.4,5.9,00111
26,18.0,52.0,XXX,XX,XX,Narisha Union Total,39029,10.5,11.9,12.6,9.5,8.8,8.6,22.8,6.2,3.1,6.1,00111
26,18.0,63.0,XXX,XX,XX,Nayabari Union Total,14183,9.1,11.2,11.7,8.5,8.3,9.3,23.4,7.8,3.8,6.8,00111
26,18.0,73.0,XXX,XX,XX,Roypara Union Total,24988,10.2,11.0,11.3,9.0,9.8,9.0,23.4,6.5,3.4,6.4,00111
26,18.0,84.0,XXX,XX,XX,Sutar Para Union Total,34665,10.8,12.5,12.3,9.5,8.7,8.6,21.5,6.4,3.4,6.3,00111
26,24.0,XX.0,XXX,XX,XX,Gendaria Thana Total,137721,7.9,8.6,9.7,9.9,12.1,11.7,28.2,6.5,2.4,3.1,00111
26,24.0,76.0,XXX,XX,XX,Ward No-76 (Part) Total,38332,7.8,8.1,8.7,9.3,12.2,12.4,29.0,6.9,2.3,3.2,00111
26,24.0,80.0,XXX,XX,XX,Ward No-80 (Part) Total,8703,9.1,9.5,9.8,8.7,10.8,11.9,28.9,6.3,2.1,3.1,00111
26,24.0,81.0,XXX,XX,XX,Ward No-81 Total,50419,7.7,8.8,9.6,10.0,11.5,11.3,28.6,6.6,2.6,3.3,00111
26,24.0,82.0,XXX,XX,XX,Ward No-82 Total,40267,8.0,8.7,10.7,10.7,12.8,11.2,26.7,6.0,2.2,2.8,00111
26,26.0,XX.0,XXX,XX,XX,Gulshan Thana Total,253050,6.8,7.6,8.6,10.4,13.6,13.3,28.7,6.2,2.1,2.7,00111
26,26.0,18.0,XXX,XX,XX,Ward No-18 Total,63616,7.1,7.7,8.8,10.3,13.1,14.0,30.0,5.2,1.7,2.0,00111
26,26.0,19.0,XXX,XX,XX,Ward No-19 (Part) Total,96291,6.2,7.5,9.0,10.6,11.9,11.6,29.1,7.8,2.7,3.6,00111
26,26.0,20.0,XXX,XX,XX,Ward No-20 (Part) Total,93143,7.3,7.5,8.1,10.2,15.7,14.5,27.5,5.3,1.8,2.2,00111
26,28.0,XX.0,XXX,XX,XX,Hazaribagh Thana Total,185639,9.0,9.8,10.1,10.3,12.1,11.9,27.1,5.3,2.0,2.4,00111
26,28.0,46.0,XXX,XX,XX,Ward No-46 (Part) Total,12674,10.6,11.1,10.8,9.8,11.4,11.1,24.4,5.0,2.3,3.4,00111
26,28.0,48.0,XXX,XX,XX,Ward No-48(Part) Total,88446,9.0,9.8,9.9,10.2,12.6,12.3,26.9,5.2,1.9,2.2,00111
26,28.0,58.0,XXX,XX,XX,Ward No-58 Total,84519,8.7,9.7,10.2,10.4,11.7,11.5,27.6,5.6,2.0,2.5,00111
26,29.0,XX.0,XXX,XX,XX,Jatrabari Thana Total,443601,9.2,10.3,10.4,10.1,11.8,12.1,27.1,5.2,1.8,2.1,00111
26,29.0,35.0,XXX,XX,XX,Dhania (Part) Union Total,122166,9.3,10.6,10.8,10.3,11.5,11.7,26.8,5.1,1.8,2.1,00111
26,29.0,76.0,XXX,XX,XX,Ward No-76 (Part) Total,8102,6.9,7.6,8.5,9.4,13.1,13.3,29.9,6.6,1.9,2.7,00111
26,29.0,80.0,XXX,XX,XX,Matuail (Part) Union Total,136860,10.2,11.2,10.4,10.0,11.4,11.9,26.1,4.9,1.8,2.1,00111
26,29.0,84.0,XXX,XX,XX,Ward No-84 Total,58741,8.1,8.4,9.2,10.4,13.0,13.2,28.9,5.2,1.7,1.9,00111
26,29.0,85.0,XXX,XX,XX,Ward No-85 Total,60966,9.2,10.6,10.6,9.6,11.3,11.8,27.5,5.4,1.9,2.2,00111
26,29.0,86.0,XXX,XX,XX,Ward No-86 Total,56766,8.0,9.3,10.4,10.8,12.6,12.2,27.2,5.4,1.9,2.3,00111
26,30.0,XX.0,XXX,XX,XX,Kafrul Thana Total,396182,7.9,9.0,9.6,11.0,13.5,13.3,27.0,5.1,1.7,2.0,00111
26,30.0,4.0,XXX,XX,XX,Ward No-04 Total,75246,6.9,7.9,8.8,11.6,16.4,15.1,25.7,4.3,1.4,1.7,00111
26,30.0,14.0,XXX,XX,XX,Ward No-14 (Part) Total,92289,7.6,8.3,8.7,10.5,13.8,14.2,27.8,5.2,1.7,2.2,00111
26,30.0,15.0,XXX,XX,XX,Ward No-15 (Part) Total,86234,8.9,10.9,11.1,11.2,11.5,11.3,26.2,5.1,1.8,2.1,00111
26,30.0,16.0,XXX,XX,XX,Ward No-16 Total,142413,7.9,8.9,9.8,10.9,13.0,12.8,27.7,5.3,1.7,2.0,00111
26,32.0,XX.0,XXX,XX,XX,Kadamtali Thana Total,370895,9.6,10.5,10.2,10.0,11.9,12.2,26.6,5.0,1.8,2.2,00111
26,32.0,35.0,XXX,XX,XX,Dhania (Part) Union Total,138908,9.5,10.6,10.7,9.8,11.4,11.9,27.2,5.0,1.8,2.1,00111
26,32.0,80.0,XXX,XX,XX,Matuail(Part) Union Total,12125,10.7,10.8,9.9,10.1,12.9,11.9,25.5,4.4,1.6,2.0,00111
26,32.0,88.0,XXX,XX,XX,Ward No-88 Total,43954,9.7,10.7,10.3,9.8,11.5,11.5,26.9,5.3,2.0,2.3,00111
26,32.0,89.0,XXX,XX,XX,Ward No-89 Total,58954,9.5,10.4,10.0,10.0,11.5,11.7,26.7,5.6,2.1,2.5,00111
26,32.0,95.0,XXX,XX,XX,Shyampur Union Total,116954,9.7,10.2,9.8,10.5,12.6,13.0,25.9,4.6,1.7,2.0,00111
26,33.0,XX.0,XXX,XX,XX,Kalabagan Thana Total,118660,5.7,6.5,8.6,10.8,14.3,13.6,28.7,6.8,2.2,2.8,00111
26,33.0,50.0,XXX,XX,XX,Ward No-50 Total,79983,6.0,6.4,8.4,11.1,14.6,13.9,28.4,6.4,2.0,2.6,00111
26,33.0,51.0,XXX,XX,XX,Ward No-51(Part) Total,38677,5.1,6.6,9.0,10.0,13.8,13.0,29.3,7.6,2.4,3.2,00111
26,34.0,XX.0,XXX,XX,XX,Kamrangir Char Thana Total,93601,10.9,11.9,11.3,10.6,11.4,11.4,24.0,4.5,2.0,2.1,00111
26,34.0,51.0,XXX,XX,XX,Sultanganj Union Total,93601,10.9,11.9,11.3,10.6,11.4,11.4,24.0,4.5,2.0,2.1,00111
26,36.0,XX.0,XXX,XX,XX,Khilgaon Thana Total,327717,8.9,10.0,10.1,9.4,11.1,12.0,28.4,5.6,1.9,2.5,00111
26,36.0,24.0,XXX,XX,XX,Ward No-24 Total,68931,7.3,9.0,10.4,9.8,11.0,11.2,30.0,6.7,2.0,2.7,00111
26,36.0,25.0,XXX,XX,XX,Ward No-25 Total,113273,8.4,9.6,9.9,9.2,10.9,12.0,29.5,5.9,2.0,2.6,00111
26,36.0,26.0,XXX,XX,XX,Ward No-26 (Part) Total,86931,9.9,10.5,9.9,9.6,11.9,12.9,27.3,4.5,1.6,1.8,00111
26,36.0,60.0,XXX,XX,XX,Dakshingaon (Part) Union Total,37204,10.8,11.5,9.9,9.0,10.7,12.4,26.7,4.9,1.9,2.3,00111
26,36.0,85.0,XXX,XX,XX,Nasirabad Union Total,21378,9.3,10.6,11.1,9.7,10.6,10.5,25.0,6.1,2.7,4.5,00111
26,37.0,XX.0,XXX,XX,XX,Khilkhet Thana Total,130053,8.6,9.0,8.6,9.6,14.5,13.8,26.6,5.1,1.8,2.4,00111
26,37.0,17.0,XXX,XX,XX,Ward No-17 (Part) Total,101829,8.6,8.6,8.1,9.6,15.5,14.6,26.8,4.8,1.6,1.9,00111
26,37.0,38.0,XXX,XX,XX,Dakshinkhan (Part) Union Total,11362,8.7,9.9,10.8,9.2,10.9,10.4,26.4,6.4,2.8,4.4,00111
26,37.0,49.0,XXX,XX,XX,Dumni Union Total,16862,8.6,10.6,10.4,9.6,11.4,11.2,25.5,6.0,2.4,4.3,00111
26,38.0,XX.0,XXX,XX,XX,Keraniganj Upazila Total,794360,10.0,11.0,10.9,10.0,10.9,10.7,25.1,5.5,2.4,3.4,00111
26,38.0,11.0,XXX,XX,XX,Aganagar Union Total,73012,8.0,8.7,11.0,14.3,14.1,11.8,23.7,4.5,1.8,2.0,00111
26,38.0,13.0,XXX,XX,XX,Basta Union Total,34181,10.1,11.9,12.0,10.0,9.5,8.8,23.3,6.3,3.0,5.0,00111
26,38.0,17.0,XXX,XX,XX,Hazratpur Union Total,33069,10.2,12.0,12.3,9.1,9.1,8.7,23.4,6.5,3.2,5.7,00111
26,38.0,25.0,XXX,XX,XX,Kalatia Union Total,40007,10.2,11.8,11.6,9.0,8.6,8.8,25.0,6.6,3.1,5.4,00111
26,38.0,34.0,XXX,XX,XX,Kalindi Union Total,46783,10.3,11.2,10.4,9.2,10.8,11.1,25.6,5.5,2.5,3.4,00111
26,38.0,43.0,XXX,XX,XX,Konda Union Total,67204,10.3,11.3,10.6,9.2,10.3,10.7,25.0,5.9,2.5,4.3,00111
26,38.0,51.0,XXX,XX,XX,Ruhitpur Union Total,31563,10.5,12.7,12.4,9.9,9.1,9.1,23.2,6.0,3.0,4.1,00111
26,38.0,60.0,XXX,XX,XX,Sakta Union Total,58075,10.1,10.7,10.6,9.0,10.0,10.2,25.9,6.3,2.8,4.3,00111
26,38.0,69.0,XXX,XX,XX,Subhadya Union Total,225865,10.4,10.9,10.7,10.2,11.9,11.7,25.4,4.6,2.0,2.3,00111
26,38.0,77.0,XXX,XX,XX,Taranagar Union Total,42203,9.8,11.3,10.6,9.5,9.5,9.4,25.1,6.5,3.1,5.2,00111
26,38.0,86.0,XXX,XX,XX,Tegharia Union Total,32416,10.4,11.7,11.0,9.6,10.0,9.8,24.7,5.8,2.7,4.3,00111
26,38.0,94.0,XXX,XX,XX,Zinjira Union Total,109982,9.9,10.8,10.2,9.4,10.9,11.5,27.0,5.5,2.2,2.5,00111
26,40.0,XX.0,XXX,XX,XX,Kotwali Thana Total,62087,5.7,6.8,8.8,10.5,13.1,13.0,30.5,6.3,2.2,3.0,00111
26,40.0,68.0,XXX,XX,XX,Ward No-68(Part) Total,13531,5.1,6.2,9.1,11.4,13.8,14.5,30.7,5.3,2.0,1.8,00111
26,40.0,71.0,XXX,XX,XX,Ward No-71(Part) Total,4187,7.0,7.8,9.9,8.8,12.7,11.2,28.9,6.3,2.8,4.5,00111
26,40.0,72.0,XXX,XX,XX,Ward No-72 Total,26199,6.3,7.3,9.0,10.1,12.7,12.0,29.9,6.7,2.3,3.6,00111
26,40.0,73.0,XXX,XX,XX,Ward No-73 Total,18170,5.1,6.2,8.2,10.8,13.3,13.8,31.5,6.4,2.0,2.7,00111
26,42.0,XX.0,XXX,XX,XX,Lalbagh Thana Total,369933,9.0,9.8,10.2,10.7,13.4,11.8,25.7,5.2,1.9,2.3,00111
26,42.0,56.0,XXX,XX,XX,Ward No-56(Part) Total,3574,0.2,0.3,0.8,28.6,54.0,10.1,4.8,1.1,0.1,0.1,00111
26,42.0,59.0,XXX,XX,XX,Ward No-59 Total,48875,7.3,7.9,9.2,10.8,14.2,12.9,27.5,5.7,1.9,2.4,00111
26,42.0,60.0,XXX,XX,XX,Ward No-60 Total,66470,9.2,10.3,10.8,10.6,11.8,11.6,26.4,5.0,2.2,2.2,00111
26,42.0,61.0,XXX,XX,XX,Ward No-61 Total,29832,7.1,8.3,10.1,10.7,13.1,11.6,27.5,6.4,2.2,3.1,00111
26,42.0,62.0,XXX,XX,XX,Ward No-62 Total,44540,5.5,6.9,9.5,11.0,18.6,10.5,26.9,6.9,1.9,2.4,00111
26,42.0,91.0,XXX,XX,XX,Ward No-91 Total,94573,10.8,11.1,10.5,10.2,11.8,12.1,24.9,4.6,1.9,2.1,00111
26,42.0,92.0,XXX,XX,XX,Ward No-92 Total,82069,10.8,11.5,10.9,10.4,11.6,11.7,24.5,4.5,1.9,2.2,00111
26,48.0,XX.0,XXX,XX,XX,Mirpur Thana Total,500373,7.9,8.3,9.0,10.5,13.6,13.5,27.8,5.4,1.7,2.2,00111
26,48.0,7.0,XXX,XX,XX,Ward No-07 (Part) Total,58082,7.0,7.5,8.8,11.7,13.8,13.0,27.6,6.0,2.0,2.6,00111
26,48.0,11.0,XXX,XX,XX,Ward No-11 Total,97033,7.9,8.3,8.9,10.1,13.6,13.6,28.1,5.5,1.7,2.2,00111
26,48.0,12.0,XXX,XX,XX,Ward No-12 Total,116544,7.9,8.0,8.8,10.1,14.4,13.8,27.7,5.4,1.7,2.2,00111
26,48.0,13.0,XXX,XX,XX,Ward No-13 Total,157206,8.3,9.1,9.4,10.6,12.7,13.1,27.9,5.2,1.6,2.1,00111
26,48.0,14.0,XXX,XX,XX,Ward No-14 (Part) Total,71508,8.0,7.7,8.4,10.5,14.4,14.4,27.4,5.2,1.8,2.3,00111
26,50.0,XX.0,XXX,XX,XX,Mohammadpur Thana Total,355843,7.3,8.3,9.8,10.7,13.4,12.6,27.4,5.9,2.0,2.6,00111
26,50.0,42.0,XXX,XX,XX,Ward No-42 Total,54739,6.9,7.6,10.3,11.1,12.7,12.1,28.0,6.3,2.2,2.9,00111
26,50.0,44.0,XXX,XX,XX,Ward No-44 Total,51384,6.1,7.1,9.7,10.1,14.2,13.0,28.4,6.5,2.0,2.9,00111
26,50.0,45.0,XXX,XX,XX,Ward No-45 Total,72973,5.6,7.2,10.5,12.1,12.7,10.6,27.9,7.4,2.5,3.4,00111
26,50.0,46.0,XXX,XX,XX,Ward No-46 (Part) Total,84732,8.5,9.4,9.9,10.2,13.0,13.2,26.5,5.2,1.9,2.2,00111
26,50.0,47.0,XXX,XX,XX,Ward No-47 (Part) Total,71829,9.6,10.1,9.2,9.8,13.1,13.6,27.0,4.3,1.6,1.7,00111
26,50.0,51.0,XXX,XX,XX,Ward No-51 (Part) Total,20186,4.9,5.8,7.9,10.7,19.0,14.1,26.7,6.4,1.8,2.6,00111
26,54.0,XX.0,XXX,XX,XX,Motijheel Thana Total,210006,6.3,7.5,9.5,11.2,13.0,12.6,29.3,6.6,1.8,2.3,00111
26,54.0,31.0,XXX,XX,XX,Ward No-31 Total,34867,6.0,7.0,8.3,9.8,12.3,14.3,31.4,6.6,2.0,2.2,00111
26,54.0,32.0,XXX,XX,XX,Ward No-32 Total,42105,4.2,5.4,7.4,14.0,16.1,15.7,28.9,5.1,1.3,1.8,00111
26,54.0,33.0,XXX,XX,XX,Ward No-33 Total,21968,6.4,8.5,12.0,11.0,10.6,9.3,30.3,8.3,1.7,1.9,00111
26,54.0,34.0,XXX,XX,XX,Ward No-34 Total,59999,7.4,8.4,10.7,10.7,11.4,10.5,28.8,7.5,2.0,2.6,00111
26,54.0,35.0,XXX,XX,XX,Ward No-35 Total,51067,6.9,8.1,9.4,10.3,13.6,12.7,28.3,6.1,2.0,2.4,00111
26,62.0,XX.0,XXX,XX,XX,Nawabganj Upazila Total,318811,9.7,11.1,11.2,8.8,9.2,9.1,24.2,7.0,3.3,6.4,00111
26,62.0,11.0,XXX,XX,XX,Agla Union Total,17114,9.4,10.8,11.5,9.1,9.2,9.0,25.1,6.6,3.1,6.3,00111
26,62.0,13.0,XXX,XX,XX,Bakshanagar Union Total,20459,9.4,10.4,10.9,8.9,9.7,9.4,25.0,7.1,3.2,6.1,00111
26,62.0,20.0,XXX,XX,XX,Bandura Union Total,30029,9.2,10.7,10.9,9.1,9.6,9.2,24.8,7.0,3.4,6.1,00111
26,62.0,27.0,XXX,XX,XX,Barrah Union Total,25717,10.1,10.7,11.5,9.0,9.4,8.7,24.0,7.2,3.2,6.1,00111
26,62.0,33.0,XXX,XX,XX,Baruakhali Union Total,16315,10.1,11.0,11.2,9.3,9.7,9.4,22.5,6.9,3.2,6.8,00111
26,62.0,40.0,XXX,XX,XX,Churain Union Total,23271,9.4,11.4,11.5,8.9,9.2,9.4,23.9,6.5,3.4,6.5,00111
26,62.0,47.0,XXX,XX,XX,Galimpur Union Total,12944,9.3,11.4,11.5,8.6,9.4,9.2,25.4,6.3,2.9,6.0,00111
26,62.0,54.0,XXX,XX,XX,Jantrail Union Total,23764,9.5,11.4,11.1,9.1,9.2,9.2,24.0,6.9,3.3,6.3,00111
26,62.0,61.0,XXX,XX,XX,Joykrishnapur Union Total,16653,10.4,11.4,10.8,8.5,8.2,8.2,22.3,8.2,4.3,7.8,00111
26,62.0,67.0,XXX,XX,XX,Kailail Union Total,27205,10.4,11.8,11.4,8.1,9.0,8.9,24.0,6.6,3.4,6.5,00111
26,62.0,74.0,XXX,XX,XX,Kalakopa Union Total,22746,9.5,10.9,10.6,8.6,9.5,10.2,26.7,6.3,2.8,5.0,00111
26,62.0,81.0,XXX,XX,XX,Nayansree Union Total,26769,9.7,10.2,10.8,9.0,8.9,9.1,24.3,7.6,3.6,7.0,00111
26,62.0,88.0,XXX,XX,XX,Shikari Para Union Total,17624,10.1,11.2,11.4,8.9,8.8,9.0,23.3,7.5,3.5,6.3,00111
26,62.0,94.0,XXX,XX,XX,Sholla Union Total,38201,10.0,11.6,11.4,8.7,9.0,8.7,23.6,6.9,3.4,6.8,00111
