ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism
18,23,-9,-9,-9,3,  Chuadanga Sadar Upazila,43079,0.9,0.2,0.1,0.1,0.4,0.2,0.0
18,23,-9,-9,-9,-9,  Chuadanga Paurashava,85786,1.8,0.2,0.4,0.2,0.7,0.2,0.1
18,23,01,-9,-9,-9,  Ward No-01 Total,10804,3.0,0.2,0.5,0.2,1.6,0.4,0.1
18,23,02,-9,-9,-9,  Ward No-02 Total,10812,1.7,0.2,0.5,0.2,0.5,0.2,0.1
18,23,03,-9,-9,-9,  Ward No-03 Total,7963,1.1,0.2,0.2,0.0,0.4,0.3,0.1
18,23,04,-9,-9,-9,  Ward No-04 Total,6771,1.4,0.3,0.3,0.1,0.5,0.2,0.1
18,23,05,-9,-9,-9,  Ward No-05 Total,8948,0.4,0.1,0.0,0.0,0.2,0.1,0.0
18,23,06,-9,-9,-9,  Ward No-06 Total,10682,1.1,0.1,0.2,0.1,0.4,0.1,0.1
18,23,07,-9,-9,-9,  Ward No-07 Total,10877,2.0,0.2,0.5,0.3,0.7,0.2,0.1
18,23,08,-9,-9,-9,  Ward No-08 Total,9605,3.6,0.2,1.1,0.3,1.7,0.3,0.0
18,23,09,-9,-9,-9,  Ward No-09 Total,9324,1.3,0.2,0.3,0.1,0.6,0.1,0.0
18,23,11,-9,-9,-9,Alokdia Union Total,28840,0.9,0.1,0.1,0.1,0.4,0.2,0.0
18,23,11,-9,-9,1,  Alokdia Union,2544,1.0,0.1,0.2,0.1,0.6,0.1,0.0
18,23,11,-9,-9,3,  Alokdia Union,26296,0.9,0.1,0.1,0.1,0.4,0.2,0.0
18,23,23,-9,-9,-9,  Begampur Union Total,41758,5.0,0.3,1.9,0.5,1.8,0.3,0.1
18,23,47,-9,-9,-9,Kutubpur Union Total,33231,1.2,0.2,0.2,0.1,0.4,0.2,0.0
18,23,47,-9,-9,1,  Kutubpur Union,31279,1.2,0.2,0.2,0.1,0.5,0.2,0.0
18,23,47,-9,-9,3,  Kutubpur Union,1952,1.4,0.4,0.3,0.0,0.3,0.4,0.1
18,23,59,-9,-9,-9,Mominpur Union Total,15651,1.3,0.2,0.2,0.2,0.6,0.2,0.0
18,23,59,-9,-9,1,  Mominpur Union,9635,1.5,0.2,0.2,0.2,0.6,0.2,0.1
18,23,59,-9,-9,3,  Mominpur Union,6016,1.1,0.2,0.1,0.1,0.4,0.2,0.0
18,23,62,-9,-9,-9,  Padmabila Union Total,20214,1.3,0.2,0.3,0.1,0.5,0.1,0.0
18,23,71,-9,-9,-9,Shankar Chandra Union Total,47315,1.9,0.3,0.3,0.2,0.8,0.3,0.1
18,23,71,-9,-9,1,  Shankar Chandra Union,42123,2.0,0.3,0.3,0.2,0.9,0.3,0.1
18,23,71,-9,-9,3,  Shankar Chandra Union,5192,0.8,0.3,0.1,0.0,0.3,0.2,0.0
18,23,83,-9,-9,-9,Titudaha Union Total,41140,1.3,0.2,0.1,0.1,0.6,0.1,0.1
18,23,83,-9,-9,1,  Titudaha Union,37517,1.3,0.2,0.2,0.2,0.6,0.1,0.1
18,23,83,-9,-9,3,  Titudaha Union,3623,1.0,0.2,0.0,0.0,0.4,0.3,0.1
18,31,-9,-9,-9,-9,Damurhuda Upazila Total,289577,1.6,0.2,0.3,0.2,0.7,0.2,0.1
18,31,-9,-9,-9,1,  Damurhuda Upazila,228809,1.7,0.2,0.3,0.2,0.7,0.2,0.1
18,31,-9,-9,-9,2,  Damurhuda Upazila,33396,1.4,0.2,0.2,0.1,0.5,0.3,0.1
18,31,-9,-9,-9,3,  Damurhuda Upazila,27372,1.7,0.2,0.3,0.2,0.7,0.3,0.1
18,31,-9,-9,-9,-9,  Damurhuda  Paurashava,33396,1.4,0.2,0.2,0.1,0.5,0.3,0.1
18,31,01,-9,-9,-9,  Ward No-01 Total,3636,0.9,0.2,0.2,0.1,0.4,0.1,0.0
18,31,02,-9,-9,-9,  Ward No-02 Total,4206,1.0,0.1,0.1,0.1,0.3,0.3,0.1
18,31,03,-9,-9,-9,  Ward No-03 Total,3628,2.3,0.2,0.4,0.1,1.0,0.3,0.2
18,31,04,-9,-9,-9,  Ward No-04 Total,3594,1.3,0.2,0.3,0.0,0.3,0.3,0.1
18,31,05,-9,-9,-9,  Ward No-05 Total,3708,1.7,0.1,0.4,0.1,0.8,0.3,0.1
18,31,06,-9,-9,-9,  Ward No-06 Total,3711,1.6,0.1,0.2,0.1,0.8,0.2,0.1
18,31,07,-9,-9,-9,  Ward No-07 Total,3063,1.4,0.2,0.3,0.1,0.5,0.3,0.0
18,31,08,-9,-9,-9,  Ward No-08 Total,4288,1.5,0.5,0.2,0.1,0.4,0.2,0.1
18,31,09,-9,-9,-9,  Ward No-09 Total,3562,1.1,0.2,0.1,0.1,0.4,0.2,0.1
18,31,11,-9,-9,-9,Damurhuda Union Total,41442,2.2,0.2,0.7,0.2,0.7,0.3,0.1
18,31,11,-9,-9,1,  Damurhuda Union,27111,2.5,0.3,0.9,0.3,0.7,0.3,0.1
18,31,11,-9,-9,3,  Damurhuda Union,14331,1.5,0.1,0.2,0.1,0.5,0.3,0.2
18,31,23,-9,-9,-9,  Perkrishnapur Madna Union Total,25054,1.8,0.3,0.2,0.2,0.9,0.2,0.1
18,31,35,-9,-9,-9,Howli Union Total,40012,1.6,0.2,0.3,0.1,0.6,0.2,0.1
18,31,35,-9,-9,1,  Howli Union,26971,1.3,0.2,0.2,0.1,0.5,0.2,0.1
18,31,35,-9,-9,3,  Howli Union,13041,2.0,0.2,0.3,0.2,0.9,0.3,0.1
18,31,47,-9,-9,-9,  Juranpur Union Total,36675,1.2,0.2,0.2,0.1,0.6,0.2,0.1
18,31,59,-9,-9,-9,  Kapasadanga Union Total,46298,1.7,0.2,0.2,0.2,0.7,0.2,0.2
18,31,71,-9,-9,-9,  Kuralgachhi Union Total,29643,1.6,0.2,0.2,0.2,0.8,0.2,0.1
18,31,83,-9,-9,-9,  Natipota Union Total,37057,1.6,0.2,0.4,0.2,0.6,0.2,0.1
18,55,-9,-9,-9,-9,Jiban Nagar Upazila Total,179581,1.7,0.2,0.3,0.2,0.8,0.2,0.1
18,55,-9,-9,-9,1,  Jiban Nagar Upazila,141429,1.6,0.2,0.3,0.2,0.8,0.2,0.1
18,55,-9,-9,-9,2,  Jiban Nagar Upazila,25518,1.4,0.1,0.4,0.1,0.6,0.2,0.1
18,55,-9,-9,-9,3,  Jiban Nagar Upazila,12634,3.5,0.4,1.3,0.3,1.2,0.2,0.1
18,55,-9,-9,-9,-9,  Jiban Nagar Paurashava,25518,1.4,0.1,0.4,0.1,0.6,0.2,0.1
18,55,01,-9,-9,-9,  Ward No-01 Total,1365,3.7,0.1,1.5,0.0,2.0,0.2,0.0
18,55,02,-9,-9,-9,  Ward No-02 Total,2755,1.0,0.1,0.1,0.1,0.5,0.0,0.0
18,55,03,-9,-9,-9,  Ward No-03 Total,3019,1.3,0.1,0.4,0.0,0.4,0.3,0.2
18,55,04,-9,-9,-9,  Ward No-04 Total,2848,1.2,0.1,0.1,0.0,0.4,0.5,0.1
18,55,05,-9,-9,-9,  Ward No-05 Total,2731,0.8,0.1,0.2,0.0,0.3,0.2,0.1
18,55,06,-9,-9,-9,  Ward No-06 Total,2472,0.9,0.1,0.2,0.0,0.4,0.2,0.0
18,55,07,-9,-9,-9,  Ward No-07 Total,2616,0.8,0.1,0.1,0.1,0.3,0.2,0.0
18,55,08,-9,-9,-9,  Ward No-08 Total,4475,1.6,0.2,0.4,0.1,0.7,0.1,0.0
18,55,09,-9,-9,-9,  Ward No-09 Total,3237,1.9,0.1,0.6,0.1,1.0,0.2,0.1
18,55,19,-9,-9,-9,  Andulbaria Union Total,27397,1.8,0.2,0.3,0.2,0.9,0.2,0.0
18,55,38,-9,-9,-9,Banka Union Total,48391,1.3,0.1,0.2,0.1,0.7,0.1,0.0
18,55,38,-9,-9,1,  Banka Union,42816,1.4,0.1,0.2,0.1,0.7,0.2,0.0
18,55,38,-9,-9,3,  Banka Union,5575,1.0,0.2,0.1,0.0,0.6,0.1,0.0
18,55,57,-9,-9,-9,  Simanta Union Total,29268,1.0,0.2,0.1,0.0,0.5,0.1,0.0
18,55,76,-9,-9,-9,Uthali Union Total,49007,2.7,0.4,0.6,0.3,1.1,0.2,0.1
18,55,76,-9,-9,1,  Uthali Union,41948,2.2,0.3,0.3,0.2,1.0,0.2,0.1
18,55,76,-9,-9,3,  Uthali Union,7059,5.5,0.6,2.2,0.5,1.6,0.4,0.2
65,-9,-9,-9,-9,-9,Narail Zila Total,721668,1.6,0.2,0.3,0.2,0.7,0.2,0.1
65,-9,-9,-9,-9,1, Narail Zila,609316,1.6,0.2,0.3,0.2,0.7,0.2,0.1
65,-9,-9,-9,-9,2, Narail Zila,87267,1.2,0.2,0.2,0.1,0.5,0.2,0.1
65,-9,-9,-9,-9,3, Narail Zila,25085,1.6,0.2,0.3,0.2,0.7,0.2,0.1
65,28,-9,-9,-9,-9,Kalia Upazila Total,220202,1.4,0.2,0.3,0.1,0.6,0.2,0.1
65,28,-9,-9,-9,1,  Kalia Upazila,184458,1.4,0.2,0.3,0.1,0.6,0.1,0.1
65,28,-9,-9,-9,2,  Kalia Upazila,19678,1.5,0.2,0.3,0.1,0.5,0.2,0.1
65,28,-9,-9,-9,3,  Kalia Upazila,16066,1.6,0.2,0.3,0.2,0.6,0.2,0.1
65,28,-9,-9,-9,-9,  Kalia Paurashava,19678,1.5,0.2,0.3,0.1,0.5,0.2,0.1
65,28,01,-9,-9,-9,  Ward No-01 Total,1906,1.0,0.2,0.5,0.1,0.3,0.1,0.0
65,28,02,-9,-9,-9,  Ward No-02 Total,3020,1.5,0.3,0.1,0.0,0.7,0.2,0.2
65,28,03,-9,-9,-9,  Ward No-03 Total,2267,2.0,0.1,0.6,0.2,0.7,0.4,0.0
65,28,04,-9,-9,-9,  Ward No-04 Total,1842,1.4,0.2,0.3,0.3,0.4,0.2,0.0
65,28,05,-9,-9,-9,  Ward No-05 Total,2077,1.7,0.1,0.7,0.1,0.5,0.2,0.0
65,28,06,-9,-9,-9,  Ward No-06 Total,1859,1.7,0.3,0.2,0.0,1.0,0.1,0.1
65,28,07,-9,-9,-9,  Ward No-07 Total,1962,1.9,0.3,0.5,0.1,0.7,0.4,0.1
65,28,08,-9,-9,-9,  Ward No-08 Total,2329,0.5,0.0,0.0,0.1,0.3,0.0,0.0
65,28,09,-9,-9,-9,  Ward No-09 Total,2416,1.4,0.5,0.3,0.2,0.2,0.1,0.0
65,28,13,-9,-9,-9,  Babra Hachla Union Total,10329,1.1,0.2,0.2,0.1,0.5,0.1,0.1
65,28,14,-9,-9,-9,Boranal Eliasabad Union Total,6381,1.7,0.1,0.4,0.2,0.7,0.2,0.1
65,28,14,-9,-9,1,  Boranal Eliasabad Union,4129,1.3,0.1,0.3,0.1,0.6,0.1,0.1
65,28,14,-9,-9,3,  Boranal Eliasabad Union,2252,2.3,0.1,0.5,0.3,1.0,0.3,0.1
65,28,15,-9,-9,-9,  Bauisena Union Total,18961,1.6,0.2,0.3,0.2,0.7,0.1,0.2
65,28,23,-9,-9,-9,  Hamidpur Union Total,15074,1.9,0.2,0.6,0.1,0.9,0.1,0.0
65,28,31,-9,-9,-9,  Chanchari Union Total,15317,1.0,0.2,0.1,0.1,0.4,0.2,0.0
65,28,39,-9,-9,-9,  Joynagar Union Total,14092,1.0,0.2,0.2,0.1,0.3,0.1,0.0
65,28,47,-9,-9,-9,  Kalabaria Union Total,16066,2.6,0.2,0.4,0.2,1.3,0.2,0.3
65,28,63,-9,-9,-9,  Khasial Union Total,14006,1.5,0.3,0.4,0.1,0.5,0.2,0.0
65,28,71,-9,-9,-9,Mauli Union Total,16449,0.9,0.2,0.1,0.1,0.4,0.1,0.1
65,28,71,-9,-9,1,  Mauli Union,15894,0.9,0.2,0.1,0.1,0.4,0.1,0.1
65,28,71,-9,-9,3,  Mauli Union,555,0.7,0.0,0.0,0.2,0.5,0.0,0.0
65,28,79,-9,-9,-9,  Pahardanga Union Total,12653,1.6,0.3,0.3,0.1,0.6,0.2,0.1
65,28,87,-9,-9,-9,Peruli Union Total,28297,1.3,0.2,0.2,0.1,0.6,0.1,0.1
65,28,87,-9,-9,1,  Peruli Union,21295,1.3,0.1,0.2,0.1,0.5,0.1,0.1
65,28,87,-9,-9,3,  Peruli Union,7002,1.6,0.2,0.3,0.1,0.6,0.2,0.2
65,28,94,-9,-9,-9,  Purulia Union Total,20431,0.9,0.2,0.1,0.0,0.3,0.2,0.1
65,28,95,-9,-9,-9,Salamabad Union Total,12468,1.3,0.2,0.3,0.1,0.4,0.2,0.0
65,28,95,-9,-9,1,  Salamabad Union,6211,1.2,0.3,0.2,0.1,0.4,0.2,0.0
65,28,95,-9,-9,3,  Salamabad Union,6257,1.5,0.2,0.3,0.2,0.5,0.2,0.0
65,52,-9,-9,-9,-9,Lohagara Upazila Total,228594,1.7,0.2,0.3,0.2,0.7,0.2,0.1
65,52,-9,-9,-9,1,  Lohagara Upazila,203304,1.8,0.2,0.4,0.2,0.8,0.2,0.1
65,52,-9,-9,-9,2,  Lohagara Upazila,25290,0.8,0.1,0.1,0.1,0.3,0.1,0.0
65,52,-9,-9,-9,-9,  Lohagara Paurashava,25290,0.8,0.1,0.1,0.1,0.3,0.1,0.0
65,52,01,-9,-9,-9,  Ward No-01 Total,2467,0.6,0.0,0.1,0.1,0.3,0.1,0.0
65,52,02,-9,-9,-9,  Ward No-02 Total,3133,1.0,0.4,0.1,0.1,0.3,0.1,0.1
65,52,03,-9,-9,-9,  Ward No-03 Total,2486,0.5,0.2,0.1,0.0,0.2,0.1,0.0
65,52,04,-9,-9,-9,  Ward No-04 Total,3595,1.6,0.3,0.1,0.2,0.7,0.3,0.0
65,52,05,-9,-9,-9,  Ward No-05 Total,2587,0.6,0.1,0.0,0.0,0.2,0.2,0.1
65,52,06,-9,-9,-9,  Ward No-06 Total,2925,0.2,0.0,0.0,0.0,0.2,0.0,0.0
65,52,07,-9,-9,-9,  Ward No-07 Total,3174,0.3,0.1,0.0,0.0,0.1,0.0,0.0
65,52,08,-9,-9,-9,  Ward No-08 Total,2961,1.2,0.0,0.1,0.0,0.8,0.3,0.1
65,52,09,-9,-9,-9,  Ward No-09 Total,1962,0.7,0.1,0.1,0.1,0.2,0.2,0.1
65,52,15,-9,-9,-9,  Dighalia Union Total,22460,1.4,0.2,0.3,0.1,0.5,0.2,0.1
65,52,18,-9,-9,-9,  Itna Union Total,22276,1.3,0.2,0.2,0.1,0.5,0.2,0.2
65,52,23,-9,-9,-9,  Joypur Union Total,20119,1.7,0.2,0.3,0.2,0.7,0.2,0.1
65,52,31,-9,-9,-9,  Kashipur Union Total,13841,1.4,0.2,0.2,0.1,0.6,0.2,0.1
65,52,39,-9,-9,-9,  Kotakul Union Total,12141,2.5,0.1,1.1,0.1,0.9,0.2,0.1
65,52,47,-9,-9,-9,  Lahuria Union Total,25044,1.7,0.2,0.3,0.2,0.7,0.2,0.1
65,52,55,-9,-9,-9,  Lakshmipasha Union Total,9164,1.6,0.2,0.3,0.1,0.7,0.2,0.1
65,52,63,-9,-9,-9,  Lohagara Union Total,7571,0.9,0.1,0.1,0.2,0.3,0.1,0.1
65,52,71,-9,-9,-9,  Mallikpur Union Total,15288,1.3,0.2,0.1,0.1,0.5,0.2,0.1
65,52,79,-9,-9,-9,  Naldi Union Total,20760,1.6,0.2,0.3,0.1,0.6,0.2,0.1
65,52,87,-9,-9,-9,  Noagram Union Total,16704,3.0,0.2,0.5,0.3,1.7,0.2,0.1
65,52,94,-9,-9,-9,  Shalnagar Union Total,17936,3.0,0.3,0.6,0.3,1.5,0.2,0.1
65,76,-9,-9,-9,-9,Narail Sadar Upazila Total,272872,1.6,0.2,0.3,0.2,0.7,0.2,0.1
65,76,-9,-9,-9,1,  Narail Sadar Upazila,221554,1.7,0.2,0.3,0.2,0.7,0.2,0.1
65,76,-9,-9,-9,2,  Narail Sadar Upazila,42299,1.2,0.1,0.2,0.2,0.5,0.2,0.1
65,76,-9,-9,-9,3,  Narail Sadar Upazila,9019,1.6,0.2,0.2,0.2,0.8,0.1,0.0
65,76,-9,-9,-9,-9,  Narail Paurashava,42299,1.2,0.1,0.2,0.2,0.5,0.2,0.1
65,76,01,-9,-9,-9,  Ward No-01 Total,2969,3.9,0.3,1.1,0.7,1.5,0.2,0.0
65,76,02,-9,-9,-9,  Ward No-02 Total,3261,2.2,0.3,0.2,0.4,1.0,0.2,0.0
65,76,03,-9,-9,-9,  Ward No-03 Total,6142,0.7,0.1,0.1,0.1,0.3,0.1,0.0
65,76,04,-9,-9,-9,  Ward No-04 Total,6384,0.9,0.1,0.1,0.1,0.4,0.1,0.0
65,76,05,-9,-9,-9,  Ward No-05 Total,7053,0.4,0.0,0.1,0.0,0.2,0.0,0.1
65,76,06,-9,-9,-9,  Ward No-06 Total,5901,0.8,0.1,0.1,0.1,0.3,0.2,0.1
65,76,07,-9,-9,-9,  Ward No-07 Total,5053,0.9,0.1,0.1,0.2,0.3,0.1,0.0
65,76,08,-9,-9,-9,  Ward No-08 Total,2423,2.2,0.3,0.2,0.2,1.2,0.3,0.0
65,76,09,-9,-9,-9,  Ward No-09 Total,3113,1.9,0.1,0.2,0.2,0.7,0.3,0.3
65,76,11,-9,-9,-9,  Auria Union Total,23801,2.1,0.2,0.4,0.3,0.8,0.3,0.1
65,76,13,-9,-9,-9,  Banshgram Union Total,18345,1.5,0.3,0.3,0.1,0.6,0.2,0.1
65,76,20,-9,-9,-9,  Bhadrabila Union Total,17935,1.6,0.1,0.2,0.2,0.8,0.2,0.2
65,76,27,-9,-9,-9,  Bichhali Union Total,19349,1.7,0.2,0.3,0.2,0.7,0.2,0.1
65,76,33,-9,-9,-9,  Chandibarpur Union Total,17385,2.0,0.3,0.4,0.3,0.8,0.2,0.0
65,76,40,-9,-9,-9,  Habakhali Union Total,17942,1.9,0.2,0.4,0.3,0.8,0.2,0.0
65,76,47,-9,-9,-9,  Kalora Union Total,19478,1.8,0.3,0.3,0.2,0.8,0.3,0.1
65,76,54,-9,-9,-9,  Maij Para Union Total,21927,1.6,0.1,0.3,0.2,0.7,0.2,0.1
65,76,61,-9,-9,-9,Mulia Union Total,9019,1.6,0.2,0.2,0.2,0.8,0.1,0.0
65,76,61,-9,-9,3,  Mulia Union,9019,1.6,0.2,0.2,0.2,0.8,0.1,0.0
65,76,74,-9,-9,-9,  Sahabad Union Total,13387,1.5,0.2,0.2,0.2,0.8,0.2,0.0
65,76,81,-9,-9,-9,  Shaikhati Union Total,20446,1.7,0.2,0.4,0.2,0.8,0.2,0.1
65,76,88,-9,-9,-9,  Singasolpur Union Total,15049,1.6,0.2,0.2,0.2,0.8,0.2,0.0
65,76,94,-9,-9,-9,  Tularampur Union Total,16510,1.3,0.2,0.2,0.1,0.6,0.2,0.0
44,-9,-9,-9,-9,-9,Jhenaidah Zila Total,1771304,1.6,0.2,0.3,0.1,0.7,0.2,0.1
44,-9,-9,-9,-9,1, Jhenaidah Zila,1491112,1.6,0.2,0.3,0.1,0.7,0.2,0.1
44,-9,-9,-9,-9,2, Jhenaidah Zila,271221,1.3,0.2,0.2,0.1,0.6,0.2,0.1
44,-9,-9,-9,-9,3, Jhenaidah Zila,8971,1.3,0.2,0.2,0.1,0.5,0.2,0.1
44,14,-9,-9,-9,-9,Harinakundu Upazila Total,197723,1.5,0.2,0.3,0.1,0.7,0.2,0.1
44,14,-9,-9,-9,1,  Harinakundu Upazila,169448,1.5,0.2,0.3,0.1,0.7,0.2,0.1
44,14,-9,-9,-9,2,  Harinakundu Upazila,22011,1.1,0.1,0.1,0.1,0.5,0.2,0.0
44,14,-9,-9,-9,3,  Harinakundu Upazila,6264,1.2,0.2,0.2,0.0,0.5,0.2,0.0
44,14,-9,-9,-9,-9,  Harinakundu Paurashava,22011,1.1,0.1,0.1,0.1,0.5,0.2,0.0
44,14,01,-9,-9,-9,  Ward No-01 Total,2832,0.8,0.1,0.0,0.0,0.4,0.1,0.1
44,14,02,-9,-9,-9,  Ward No-02 Total,1188,3.1,0.3,0.5,0.1,1.0,1.1,0.1
44,14,03,-9,-9,-9,  Ward No-03 Total,2125,0.6,0.1,0.0,0.1,0.2,0.1,0.0
44,14,04,-9,-9,-9,  Ward No-04 Total,2147,1.6,0.1,0.3,0.1,0.7,0.4,0.0
44,14,05,-9,-9,-9,  Ward No-05 Total,2322,0.6,0.2,0.0,0.1,0.2,0.0,0.0
44,14,06,-9,-9,-9,  Ward No-06 Total,3356,0.9,0.1,0.1,0.1,0.3,0.2,0.1
44,14,07,-9,-9,-9,  Ward No-07 Total,2858,1.0,0.2,0.1,0.1,0.5,0.1,0.0
44,14,08,-9,-9,-9,  Ward No-08 Total,2482,1.5,0.1,0.2,0.3,0.7,0.2,0.0
44,14,09,-9,-9,-9,  Ward No-09 Total,2701,1.1,0.1,0.1,0.3,0.6,0.0,0.0
44,14,10,-9,-9,-9,  Bhayna Union Total,24352,1.4,0.2,0.4,0.1,0.5,0.2,0.1
44,14,21,-9,-9,-9,  Chandpur Union Total,27651,1.7,0.2,0.3,0.1,0.8,0.2,0.0
44,14,31,-9,-9,-9,Daulatpur Union Total,23830,1.1,0.2,0.2,0.1,0.5,0.1,0.1
44,14,31,-9,-9,1,  Daulatpur Union,17566,1.1,0.2,0.1,0.1,0.5,0.1,0.1
44,14,31,-9,-9,3,  Daulatpur Union,6264,1.2,0.2,0.2,0.0,0.5,0.2,0.0
44,14,42,-9,-9,-9,  Phalsi Union Total,12213,1.4,0.2,0.3,0.1,0.7,0.1,0.0
44,14,52,-9,-9,-9,  Joradaha Union Total,14202,2.5,0.1,0.5,0.2,1.2,0.2,0.2
44,14,63,-9,-9,-9,  Kapashati Union Total,24526,1.3,0.2,0.1,0.1,0.6,0.2,0.1
44,14,73,-9,-9,-9,  Raghunathpur Union Total,25332,1.6,0.2,0.4,0.1,0.7,0.2,0.1
44,14,84,-9,-9,-9,  Taherhuda Union Total,23606,1.3,0.2,0.2,0.1,0.6,0.2,0.0
44,19,-9,-9,-9,-9,Jhenaidah Sadar Upazila Total,455932,1.6,0.2,0.3,0.1,0.7,0.2,0.1
44,19,-9,-9,-9,1,  Jhenaidah Sadar Upazila,345391,1.8,0.2,0.3,0.2,0.8,0.2,0.1
44,19,-9,-9,-9,2,  Jhenaidah Sadar Upazila,107834,1.1,0.2,0.2,0.1,0.4,0.2,0.1
44,19,-9,-9,-9,3,  Jhenaidah Sadar Upazila,2707,1.6,0.1,0.3,0.1,0.6,0.1,0.2
44,19,-9,-9,-9,-9,  Jhenaidah Paurashava,107834,1.1,0.2,0.2,0.1,0.4,0.2,0.1
44,19,01,-9,-9,-9,  Ward No-01 Total,12390,1.3,0.2,0.2,0.1,0.4,0.3,0.1
44,19,02,-9,-9,-9,  Ward No-02 Total,11026,1.4,0.2,0.4,0.1,0.4,0.2,0.0
44,19,03,-9,-9,-9,  Ward No-03 Total,8547,1.2,0.2,0.2,0.1,0.4,0.2,0.1
44,19,04,-9,-9,-9,  Ward No-04 Total,15105,1.0,0.2,0.1,0.0,0.4,0.1,0.1
44,19,05,-9,-9,-9,  Ward No-05 Total,14847,1.3,0.1,0.2,0.1,0.7,0.2,0.1
44,19,06,-9,-9,-9,  Ward No-06 Total,10148,0.6,0.1,0.1,0.0,0.3,0.1,0.1
44,19,07,-9,-9,-9,  Ward No-07 Total,12302,1.2,0.2,0.2,0.1,0.6,0.2,0.0
44,19,08,-9,-9,-9,  Ward No-08 Total,12509,0.9,0.1,0.1,0.0,0.3,0.2,0.1
44,19,09,-9,-9,-9,  Ward No-09 Total,10960,1.0,0.2,0.2,0.1,0.4,0.1,0.1
44,19,11,-9,-9,-9,  Dogachhi Union Total,13294,1.4,0.1,0.4,0.1,0.6,0.2,0.1
44,19,13,-9,-9,-9,  Fursandi Union Total,17770,1.2,0.2,0.2,0.1,0.5,0.2,0.1
44,19,15,-9,-9,-9,  Ganna Union Total,28907,1.9,0.2,0.4,0.2,0.7,0.3,0.1
44,19,21,-9,-9,-9,  Ghorshal Union Total,17974,2.7,0.3,0.6,0.2,1.2,0.3,0.1
44,19,26,-9,-9,-9,  Halidhani Union Total,18914,2.2,0.3,0.4,0.2,0.9,0.3,0.1
44,19,31,-9,-9,-9,  Harishankarpur Union Total,19932,1.2,0.1,0.2,0.1,0.5,0.2,0.1
44,19,42,-9,-9,-9,  Kalicharanpur Union Total,15535,2.1,0.2,0.4,0.2,0.9,0.2,0.2
44,19,47,-9,-9,-9,  Kumrabaria Union Total,20056,2.2,0.2,0.4,0.2,1.0,0.2,0.1
44,19,52,-9,-9,-9,  Madhuhati Union Total,26681,1.9,0.2,0.3,0.3,0.8,0.3,0.1
44,19,58,-9,-9,-9,  Moharajpur Union Total,26201,1.6,0.2,0.3,0.1,0.7,0.2,0.1
44,19,63,-9,-9,-9,  Naldanga Union Total,23793,1.8,0.3,0.3,0.1,0.8,0.2,0.1
44,19,68,-9,-9,-9,  Padmakar Union Total,18386,1.6,0.2,0.3,0.1,0.8,0.2,0.1
44,19,73,-9,-9,-9,Paglakanai Union Total,17879,1.2,0.2,0.2,0.1,0.5,0.2,0.1
44,19,73,-9,-9,1,  Paglakanai Union,15172,1.1,0.2,0.2,0.1,0.5,0.2,0.1
44,19,73,-9,-9,3,  Paglakanai Union,2707,1.6,0.1,0.3,0.1,0.6,0.1,0.2
44,19,79,-9,-9,-9,  Porahati Union Total,26408,2.1,0.2,0.4,0.2,0.8,0.3,0.2
44,19,84,-9,-9,-9,  Saganna Union Total,21050,2.3,0.3,0.5,0.2,1.0,0.2,0.1
44,19,89,-9,-9,-9,  Sadhuhati Union Total,22044,1.5,0.2,0.3,0.1,0.6,0.2,0.1
44,19,94,-9,-9,-9,  Surat Union Total,13274,1.4,0.2,0.2,0.1,0.6,0.2,0.1
44,33,-9,-9,-9,-9,Kaliganj Upazila Total,282366,1.5,0.2,0.3,0.1,0.7,0.2,0.1
44,33,-9,-9,-9,1,  Kaliganj Upazila,237025,1.5,0.2,0.3,0.1,0.7,0.2,0.1
44,33,-9,-9,-9,2,  Kaliganj Upazila,45341,1.2,0.2,0.2,0.1,0.5,0.2,0.1
44,33,-9,-9,-9,-9,  Kaliganj Paurashava,45341,1.2,0.2,0.2,0.1,0.5,0.2,0.1
44,33,01,-9,-9,-9,  Ward No-01 Total,4727,1.0,0.2,0.1,0.1,0.3,0.1,0.2
44,33,02,-9,-9,-9,  Ward No-02 Total,5462,1.4,0.2,0.3,0.1,0.7,0.2,0.0
44,33,03,-9,-9,-9,  Ward No-03 Total,6245,1.0,0.2,0.0,0.0,0.6,0.2,0.0
44,33,04,-9,-9,-9,  Ward No-04 Total,3145,0.8,0.1,0.2,0.0,0.2,0.2,0.0
44,33,05,-9,-9,-9,  Ward No-05 Total,8150,1.0,0.2,0.2,0.0,0.3,0.2,0.1
44,33,06,-9,-9,-9,  Ward No-06 Total,2763,1.8,0.1,0.2,0.2,0.7,0.5,0.1
44,33,07,-9,-9,-9,  Ward No-07 Total,6106,1.5,0.2,0.3,0.1,0.6,0.2,0.1
44,33,08,-9,-9,-9,  Ward No-08 Total,3640,1.6,0.1,0.6,0.0,0.6,0.3,0.0
44,33,09,-9,-9,-9,  Ward No-09 Total,5103,0.9,0.1,0.1,0.0,0.5,0.1,0.0
44,33,10,-9,-9,-9,  Bara Bazar Union Total,32763,1.3,0.2,0.2,0.1,0.7,0.2,0.1
